"Isolate_Id","Subtype","Submitting_Lab","Originating_Lab"
"EPI_ISL_18820489","A/H3N2","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18705170","A/H3N2","National Institute of Health Pakistan","National Institute of Health"
"EPI_ISL_18693494","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_18693496","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_18851575","A/H3N2","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18794511","A/H3N2","UKHSA / Respiratory Virus Unit","UK Health Security Agency - Colindale"
"EPI_ISL_18851549","A/H3N2","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18837837","A/H3N2","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_18808404","A/H3N2","WHO National Influenza Centre Russian Federation","Center of Hygiene and Epidemiology in Vologda Oblast"
"EPI_ISL_18698315","A/H3N2","WHO National Influenza Centre Russian Federation","WHO National Influenza Centre Russian Federation"
"EPI_ISL_19026021","A/H3N2","National Institute of Hygiene","Institut National d'Hygiène, Ministère de la Santé du Royaume du Maroc"
"EPI_ISL_18870814","A/H3N2","Crick Worldwide Influenza Centre","National Influenza Centre-Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital"
"EPI_ISL_18705174","A/H3N2","National Institute of Health Pakistan","National Institute of Health"
"EPI_ISL_18876524","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Research Institute of Tropical Medicine"
"EPI_ISL_18837818","A/H3N2","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_18909429","A/H3N2","National Institute of Infectious Diseases (NIID)","Niigata Prefectural Institute of Public Health and Environmental Sciences"
"EPI_ISL_18828410","A/H3N2","UKHSA / Respiratory Virus Unit","UK Health Security Agency - Colindale"
"EPI_ISL_18724706","A/H3N2","National Institute of Health Pakistan","National Institute of Health"
"EPI_ISL_18969101","A/H3N2","Ministry of Health, Central Public Health Laboratory","Central Public Health Laboratories Oman"
"EPI_ISL_18776503","A/H3N2","Servicio Galego de Saude","Complexo Hospitalario Universitario de Vigo"
"EPI_ISL_18862297","A/H3N2","Centers for Disease Control and Prevention","Iowa State Hygienic Laboratory"
"PP535488.1","A/H3N2","The University of Hong Kong, WHO Collaborating Centre for Infectious Disease Epidemiology and Control, School of Public Health",NA
"EPI_ISL_18819745","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_18846018","A/H3N2","WHO National Influenza Centre Russian Federation","FBUZ ""Center of hygiene and epidemiology"" in Sverdlovsk oblast"
"EPI_ISL_18768050","A/H3N2","National Institute of Health, Pakistan","National Institute of Health"
"EPI_ISL_18876525","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Research Institute of Tropical Medicine"
"EPI_ISL_18798184","A/H3N2","National Institute of Health, Pakistan","National Institute of Health"
"EPI_ISL_18876716","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_18798239","A/H3N2","National Institute of Health, Pakistan","National Institute of Health"
"EPI_ISL_18957300","A/H3N2","Centers for Disease Control and Prevention","National Institute of Health"
"EPI_ISL_18957331","A/H3N2","Centers for Disease Control and Prevention","National Institute of Health"
"EPI_ISL_18851924","A/H3N2","Central Research Institute of Epidemiology","FBUZ gygiene and epidemiology centre samara oblast"
"EPI_ISL_18969057","A/H3N2","Ministry of Health, Central Public Health Laboratory","Central Public Health Laboratories Oman"
"EPI_ISL_18936299","A/H3N2","State Research Center of Virology and Biotechnology (VECTOR)","Center of Hygiene and Epidemiology in Novosibirsk Region"
"EPI_ISL_18841654","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_18961806","A/H3N2","UKHSA / Respiratory Virus Unit","UK Health Security Agency - Colindale"
"EPI_ISL_18939244","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_18957835","A/H3N2","WHO National Influenza Centre Russian Federation","FBUZ gygiene and epidemiology centre samara oblast"
"EPI_ISL_18957259","A/H3N2","Centers for Disease Control and Prevention","National Institute of Health"
"EPI_ISL_19026055","A/H3N2","National Institute of Hygiene","Institut National d'Hygiène, Ministère de la Santé du Royaume du Maroc"
"EPI_ISL_18939260","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_18939247","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_18969106","A/H3N2","Ministry of Health, Central Public Health Laboratory","Central Public Health Laboratories Oman"
"EPI_ISL_18939255","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_18939257","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_18969067","A/H3N2","Ministry of Health, Central Public Health Laboratory","Central Public Health Laboratories Oman"
"EPI_ISL_18969104","A/H3N2","Ministry of Health, Central Public Health Laboratory","Central Public Health Laboratories Oman"
"EPI_ISL_19011155","A/H3N2","CNR Virus des Infections Respiratoires, France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_18939259","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_19011105","A/H3N2","CNR Virus des Infections Respiratoires, France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_18918753","A/H3N2","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_18939272","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_18933830","A/H3N2","Hospital Universitari Vall d'Hebron","Hospital Verge de la Cinta"
"EPI_ISL_18939570","A/H3N2","Central Research Institute of Epidemiology","Center of Hygiene and Epidemiology in Novgorod oblast"
"PP509353.1","A/H3N2","Lauring Lab at University of Michigan, Department of Microbiology and Immunology",NA
"EPI_ISL_18952237","A/H3N2","National Institute of Infectious Diseases (NIID)","National Institute of Infectious Diseases (NIID)"
"EPI_ISL_19011131","A/H3N2","CNR Virus des Infections Respiratoires, France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_19027982","A/H3N2","Universidad Peruana Cayetano Heredia","Instituto de Medicine Tropical Alexander von Humboldt - UPCH"
"EPI_ISL_18988398","A/H3N2","Institut Pasteur","Institut Pasteur"
"EPI_ISL_19006100","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_19006099","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_19044380","A/H3N2","State Research Center of Virology and Biotechnology (VECTOR)","FBUZ ""Center hyhiene and epidemiology"""
"EPI_ISL_19006104","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_19006102","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"PP518121.1","A/H3N2","Lauring Lab at University of Michigan, Department of Microbiology and Immunology",NA
"EPI_ISL_19006106","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_19009048","A/H3N2","Oswaldo Cruz Foundation","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_19034279","A/H3N2","U.S. Air Force School of Aerospace Medicine","U.S. Air Force School of Aerospace Medicine"
"EPI_ISL_19034343","A/H3N2","Instituto Adolfo Lutz","Instituto Adolfo Lutz - National Influenza Center"
"EPI_ISL_19009046","A/H3N2","Oswaldo Cruz Foundation","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_19006128","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_19006129","A/H3N2","Thai National Influenza Center","Thai National Influenza Center"
"EPI_ISL_19044496","A/H3N2","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_19030009","A/H3N2","National Institute for Public Health and the Environment (RIVM)","National Institute for Public Health and the Environment (RIVM)"
"EPI_ISL_19044503","A/H3N2","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_19028839","A/H3N2","Central Research Institute of Epidemiology","Center of Hygiene and Epidemiology in Voronezh Region"
"EPI_ISL_277302","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_313336","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_396296","A/H3N2",NA,NA
"EPI_ISL_396787","A/H3N2",NA,NA
"EPI_ISL_16899263","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_18739980","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Royal Melbourne Hospital"
"EPI_ISL_275233","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_396791","A/H3N2",NA,NA
"EPI_ISL_15833277","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_18666922","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_18160788","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Queensland Health Forensic and Scientific Services"
"EPI_ISL_378199","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Royal Hobart Hospital"
"EPI_ISL_16454695","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Queensland Health Forensic and Scientific Services"
"EPI_ISL_396564","A/H3N2",NA,NA
"EPI_ISL_14225274","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Royal Hobart Hospital"
"EPI_ISL_18666870","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Canberra Hospital"
"EPI_ISL_313387","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Victorian Infectious Diseases Reference Laboratory"
"EPI_ISL_16454692","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Queensland Health Forensic and Scientific Services"
"EPI_ISL_335438","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital"
"EPI_ISL_14225282","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Pathwest QE II Medical Centre"
"EPI_ISL_401866","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Alfred Hospital"
"EPI_ISL_18955367","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Canberra Hospital"
"EPI_ISL_18242341","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Queensland Health Forensic and Scientific Services"
"EPI_ISL_14225315","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Environmental Science and Research (ESR)"
"EPI_ISL_278012","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_396958","A/H3N2",NA,NA
"EPI_ISL_363227","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_14991519","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Royal Hobart Hospital"
"EPI_ISL_277978","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Alfred Hospital"
"EPI_ISL_14809207","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_288932","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_396822","A/H3N2",NA,NA
"EPI_ISL_346319","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Pathwest QE II Medical Centre"
"EPI_ISL_293791","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Hobart Pathology"
"EPI_ISL_18543875","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Canberra Hospital"
"EPI_ISL_249173","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_94717","A/H3N2","National Institute for Medical Research","University of Ghana"
"EPI_ISL_117460","A/H3N2","National Institute for Medical Research","VACSERA"
"EPI_ISL_128347","A/H3N2","National Institute of Hygiene","Institut National d'Hygiène, Ministère de la Santé du Royaume du Maroc"
"EPI_ISL_103303","A/H3N2","National Institute for Medical Research","Institut Pasteur d'Algerie"
"EPI_ISL_107027","A/H3N2","Centers for Disease Control and Prevention","National Influenza Lab"
"EPI_ISL_117449","A/H3N2","National Institute for Medical Research","VACSERA"
"EPI_ISL_103255","A/H3N2","National Institute for Medical Research","Institut Pasteur d'Algerie"
"EPI_ISL_96031","A/H3N2","National Institute for Medical Research","National Institute for Communicable Disease"
"EPI_ISL_134269","A/H3N2",NA,NA
"EPI_ISL_498942","A/H3N2","Uganda Virus Research Institute","Uganda Virus Research Institute (UVRI), National Influenza Center"
"EPI_ISL_117459","A/H3N2","National Institute for Medical Research","VACSERA"
"EPI_ISL_103285","A/H3N2","National Institute for Medical Research","Institut National d'Hygiène"
"EPI_ISL_117468","A/H3N2","National Institute for Medical Research","Institut Pasteur de Dakar"
"EPI_ISL_106352","A/H3N2","USAMRU-K","US Army Medical Research Unit - Kenya (USAMRU-K), GEIS Human Influenza Program"
"EPI_ISL_96032","A/H3N2","National Institute for Medical Research","National Institute for Communicable Disease"
"EPI_ISL_129052","A/H3N2","National Institute for Medical Research","Institut Pasteur de Dakar"
"EPI_ISL_135840","A/H3N2","Centers for Disease Control and Prevention","National Influenza Lab"
"EPI_ISL_128066","A/H3N2","National Institute for Medical Research","Institut Pasteur de Madagascar"
"EPI_ISL_140318","A/H3N2","National Institute for Medical Research","VACSERA"
"EPI_ISL_134334","A/H3N2","National Institute for Medical Research","VACSERA"
"EPI_ISL_141661","A/H3N2","National Institute for Medical Research","Institut Pasteur de Madagascar"
"EPI_ISL_498980","A/H3N2","Uganda Virus Research Institute","Uganda Virus Research Institute (UVRI), National Influenza Center"
"EPI_ISL_164219","A/H3N2","National Institute for Medical Research",NA
"EPI_ISL_128064","A/H3N2","National Institute for Medical Research","Institut Pasteur de Madagascar"
"EPI_ISL_499001","A/H3N2","Uganda Virus Research Institute","Uganda Virus Research Institute (UVRI), National Influenza Center"
"EPI_ISL_134329","A/H3N2","National Institute for Medical Research","VACSERA"
"EPI_ISL_140319","A/H3N2","National Institute for Medical Research","VACSERA"
"EPI_ISL_138470","A/H3N2","National Institute for Medical Research","University of Ghana"
"EPI_ISL_129164","A/H3N2","Centers for Disease Control and Prevention","CDC-Kenya"
"EPI_ISL_164224","A/H3N2","National Institute for Medical Research",NA
"EPI_ISL_158850","A/H3N2","National Institute for Medical Research","Institut Pasteur de Madagascar"
"EPI_ISL_153161","A/H3N2","National Institute for Medical Research","University of Ghana"
